edad,renuncia,viajes,tarifa_diaria,departamento,distancia_al_trabajo,educacion,campo_de_educacion,conteo_de_empleados,numero_de_empleado,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,nivel_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,tarifa_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,satisfaccion_relacion,horas_estandar,nivel_de_stock,aí±os_trabajando,num_entrenamientos_aí±o,balance_vida_trabajo,aí±os_en_la_empresa,aí±os_en_el_puesto,aí±os_desde_ultimo_ascenso,aí±os_con_actual_supervisor
29,No,Viaja_Frecuentemente,1404,Ventas,20,3,Grado Tí©cnico,1,974,3,Femenino,84,3,1,Representante de Ventas,4,Casado,2157,18203,1,No,15,3,2,80,1,3,5,3,3,1,0,2
35,No,Viaja_Raramente,1219,Ventas,18,3,Medicina,1,975,3,Femenino,86,3,2,Ejecutivo de Ventas,3,Casado,4601,6179,1,No,16,3,2,80,0,5,3,3,5,2,1,0
52,No,Viaja_Raramente,1053,Investigación y Desarrollo,1,2,Ciencias de la Vida,1,976,4,Masculino,70,3,4,Gerente,4,Casado,17099,13829,2,No,15,3,2,80,1,26,2,2,9,8,7,8
58,Si,Viaja_Raramente,289,Investigación y Desarrollo,2,3,Grado Tí©cnico,1,977,4,Masculino,51,3,1,Cientí­fico de Investigación,3,Soltero,2479,26227,4,No,24,4,1,80,0,7,4,3,1,0,0,0
53,No,Viaja_Raramente,1376,Ventas,2,2,Medicina,1,981,3,Masculino,45,3,4,Gerente,3,Divorciado,14852,13938,6,No,13,3,3,80,1,22,3,4,17,13,15,2
30,No,Viaja_Raramente,231,Ventas,8,2,Otro,1,982,3,Masculino,62,3,3,Ejecutivo de Ventas,3,Divorciado,7264,9977,5,No,11,3,1,80,1,10,2,4,8,4,7,7
38,No,No_Viaja,152,Ventas,10,3,Grado Tí©cnico,1,983,3,Femenino,85,3,2,Ejecutivo de Ventas,4,Soltero,5666,19899,1,Si,13,3,2,80,0,6,1,3,5,3,1,3
35,No,Viaja_Raramente,882,Ventas,3,4,Ciencias de la Vida,1,984,4,Masculino,92,3,3,Ejecutivo de Ventas,4,Divorciado,7823,6812,6,No,13,3,2,80,1,12,2,3,10,9,0,8
39,No,Viaja_Raramente,903,Ventas,2,5,Ciencias de la Vida,1,985,1,Masculino,41,4,3,Ejecutivo de Ventas,3,Soltero,7880,2560,0,No,18,3,4,80,0,9,3,3,8,7,0,7
40,Si,No_Viaja,1479,Ventas,24,3,Ciencias de la Vida,1,986,2,Femenino,100,4,4,Ejecutivo de Ventas,2,Soltero,13194,17071,4,Si,16,3,4,80,0,22,2,2,1,0,0,0
47,No,Viaja_Frecuentemente,1379,Investigación y Desarrollo,16,4,Medicina,1,987,3,Masculino,64,4,2,Director de Manufactura,3,Divorciado,5067,6759,1,Si,19,3,3,80,0,20,3,4,19,10,2,7
36,No,No_Viaja,1229,Ventas,8,4,Grado Tí©cnico,1,990,1,Masculino,84,3,2,Ejecutivo de Ventas,4,Divorciado,5079,25952,4,No,13,3,4,80,2,12,3,3,7,7,0,7
31,Si,No_Viaja,335,Investigación y Desarrollo,9,2,Medicina,1,991,3,Masculino,46,2,1,Cientí­fico de Investigación,1,Soltero,2321,10322,0,Si,22,4,1,80,0,4,0,3,3,2,1,2
33,No,No_Viaja,722,Ventas,17,3,Ciencias de la Vida,1,992,4,Masculino,38,3,4,Gerente,3,Soltero,17444,20489,1,No,11,3,4,80,0,10,2,3,10,8,6,0
29,Si,Viaja_Raramente,906,Investigación y Desarrollo,10,3,Ciencias de la Vida,1,994,4,Femenino,92,2,1,Cientí­fico de Investigación,1,Soltero,2404,11479,6,Si,20,4,3,80,0,3,5,3,0,0,0,0
33,No,Viaja_Raramente,461,Investigación y Desarrollo,13,1,Ciencias de la Vida,1,995,2,Femenino,53,3,1,Cientí­fico de Investigación,4,Soltero,3452,17241,3,No,18,3,1,80,0,5,4,3,3,2,0,2
45,No,Viaja_Raramente,974,Investigación y Desarrollo,1,4,Medicina,1,996,4,Femenino,91,3,1,Técnico de Laboratorio,4,Divorciado,2270,11005,3,No,14,3,4,80,2,8,2,3,5,3,0,2
50,No,Viaja_Raramente,1126,Investigación y Desarrollo,1,2,Medicina,1,997,4,Masculino,66,3,4,Director de Investigación,4,Divorciado,17399,6615,9,No,22,4,3,80,1,32,1,2,5,4,1,3
33,No,Viaja_Frecuentemente,827,Investigación y Desarrollo,1,4,Otro,1,998,3,Femenino,84,4,2,Representante de Salud,2,Casado,5488,20161,1,Si,13,3,1,80,1,6,2,3,6,5,1,2
41,No,Viaja_Frecuentemente,840,Investigación y Desarrollo,9,3,Medicina,1,999,1,Masculino,64,3,5,Director de Investigación,3,Divorciado,19419,3735,2,No,17,3,2,80,1,21,2,4,18,16,0,11
27,No,Viaja_Raramente,1134,Investigación y Desarrollo,16,4,Grado Tí©cnico,1,1001,3,Femenino,37,3,1,Técnico de Laboratorio,2,Casado,2811,12086,9,No,14,3,2,80,1,4,2,3,2,2,2,2
45,No,No_Viaja,248,Investigación y Desarrollo,23,2,Ciencias de la Vida,1,1002,4,Masculino,42,3,2,Técnico de Laboratorio,1,Casado,3633,14039,1,Si,15,3,3,80,1,9,2,3,9,8,0,8
47,No,Viaja_Raramente,955,Ventas,4,2,Ciencias de la Vida,1,1003,4,Femenino,83,3,2,Ejecutivo de Ventas,4,Soltero,4163,8571,1,Si,17,3,3,80,0,9,0,3,9,0,0,7
30,Si,Viaja_Raramente,138,Investigación y Desarrollo,22,3,Ciencias de la Vida,1,1004,1,Femenino,48,3,1,Cientí­fico de Investigación,3,Casado,2132,11539,4,Si,11,3,2,80,0,7,2,3,5,2,0,1
50,No,Viaja_Raramente,939,Investigación y Desarrollo,24,3,Ciencias de la Vida,1,1005,4,Masculino,95,3,4,Director de Manufactura,3,Casado,13973,4161,3,Si,18,3,4,80,1,22,2,3,12,11,1,5
38,No,Viaja_Frecuentemente,1391,Investigación y Desarrollo,10,1,Medicina,1,1006,3,Masculino,66,3,1,Cientí­fico de Investigación,3,Casado,2684,12127,0,No,17,3,2,80,1,3,0,2,2,1,0,2
46,No,Viaja_Raramente,566,Investigación y Desarrollo,7,2,Medicina,1,1007,4,Masculino,75,3,3,Director de Manufactura,3,Divorciado,10845,24208,6,No,13,3,2,80,1,13,3,3,8,7,0,7
24,No,Viaja_Raramente,1206,Investigación y Desarrollo,17,1,Medicina,1,1009,4,Femenino,41,2,2,Director de Manufactura,3,Divorciado,4377,24117,1,No,15,3,2,80,2,5,6,3,4,2,3,2
35,Si,Viaja_Raramente,622,Investigación y Desarrollo,14,4,Otro,1,1010,3,Masculino,39,2,1,Técnico de Laboratorio,2,Divorciado,3743,10074,1,Si,24,4,4,80,1,5,2,1,4,2,0,2
31,No,Viaja_Frecuentemente,853,Investigación y Desarrollo,1,1,Ciencias de la Vida,1,1011,3,Femenino,96,3,2,Director de Manufactura,1,Casado,4148,11275,1,No,12,3,3,80,1,4,1,3,4,3,0,3
18,No,No_Viaja,287,Investigación y Desarrollo,5,2,Ciencias de la Vida,1,1012,2,Masculino,73,3,1,Cientí­fico de Investigación,4,Soltero,1051,13493,1,No,15,3,4,80,0,0,2,3,0,0,0,0
54,No,Viaja_Raramente,1441,Investigación y Desarrollo,17,3,Grado Tí©cnico,1,1013,3,Femenino,56,3,3,Director de Manufactura,3,Casado,10739,13943,8,No,11,3,3,80,1,22,2,3,10,7,0,8
35,No,Viaja_Raramente,583,Investigación y Desarrollo,25,4,Medicina,1,1014,3,Femenino,57,3,3,Representante de Salud,3,Divorciado,10388,6975,1,Si,11,3,3,80,1,16,3,2,16,10,10,1
30,No,Viaja_Raramente,153,Investigación y Desarrollo,8,2,Ciencias de la Vida,1,1015,2,Femenino,73,4,3,Director de Investigación,1,Casado,11416,17802,0,Si,12,3,3,80,3,9,4,2,8,7,1,7
20,Si,Viaja_Raramente,1097,Investigación y Desarrollo,11,3,Medicina,1,1016,4,Femenino,98,2,1,Cientí­fico de Investigación,1,Soltero,2600,18275,1,Si,15,3,1,80,0,1,2,3,1,0,0,0
30,Si,Viaja_Frecuentemente,109,Investigación y Desarrollo,5,3,Medicina,1,1017,2,Femenino,60,3,1,Técnico de Laboratorio,2,Soltero,2422,25725,0,No,17,3,1,80,0,4,3,3,3,2,1,2
26,No,Viaja_Raramente,1066,Investigación y Desarrollo,2,2,Medicina,1,1018,4,Masculino,32,4,2,Director de Manufactura,4,Casado,5472,3334,1,No,12,3,2,80,0,8,2,3,8,7,1,3
22,No,Viaja_Raramente,217,Investigación y Desarrollo,8,1,Ciencias de la Vida,1,1019,2,Masculino,94,1,1,Técnico de Laboratorio,1,Casado,2451,6881,1,No,15,3,1,80,1,4,3,2,4,3,1,1
48,No,Viaja_Raramente,277,Investigación y Desarrollo,6,3,Ciencias de la Vida,1,1022,1,Masculino,97,2,2,Representante de Salud,3,Soltero,4240,13119,2,No,13,3,4,80,0,19,0,3,2,2,2,2
48,No,Viaja_Raramente,1355,Investigación y Desarrollo,4,4,Ciencias de la Vida,1,1024,3,Masculino,78,2,3,Representante de Salud,3,Soltero,10999,22245,7,No,14,3,2,80,0,27,3,3,15,11,4,8
41,No,Viaja_Raramente,549,Investigación y Desarrollo,7,2,Medicina,1,1025,4,Femenino,42,3,2,Director de Manufactura,3,Soltero,5003,23371,6,No,14,3,2,80,0,8,6,3,2,2,2,1
39,No,Viaja_Raramente,466,Investigación y Desarrollo,1,1,Ciencias de la Vida,1,1026,4,Femenino,65,2,4,Director de Manufactura,4,Casado,12742,7060,1,No,16,3,3,80,1,21,3,3,21,6,11,8
27,No,Viaja_Raramente,1055,Investigación y Desarrollo,2,4,Ciencias de la Vida,1,1027,1,Femenino,47,3,2,Director de Manufactura,4,Casado,4227,4658,0,No,18,3,2,80,1,4,2,3,3,2,2,2
35,No,Viaja_Raramente,802,Investigación y Desarrollo,10,3,Otro,1,1028,2,Masculino,45,3,1,Técnico de Laboratorio,4,Divorciado,3917,9541,1,No,20,4,1,80,1,3,4,2,3,2,1,2
42,No,Viaja_Raramente,265,Ventas,5,2,Mercadeo,1,1029,4,Masculino,90,3,5,Gerente,3,Casado,18303,7770,6,No,13,3,2,80,0,21,3,4,1,0,0,0
50,No,Viaja_Raramente,804,Investigación y Desarrollo,9,3,Ciencias de la Vida,1,1030,1,Masculino,64,3,1,Técnico de Laboratorio,4,Casado,2380,20165,4,No,18,3,2,80,0,8,5,3,1,0,0,0
59,No,Viaja_Raramente,715,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,1032,3,Femenino,69,2,4,Director de Manufactura,4,Soltero,13726,21829,3,Si,13,3,1,80,0,30,4,3,5,3,4,3
37,Si,Viaja_Raramente,1141,Investigación y Desarrollo,11,2,Medicina,1,1033,1,Femenino,61,1,2,Representante de Salud,2,Casado,4777,14382,5,No,15,3,1,80,0,15,2,1,1,0,0,0
55,No,Viaja_Frecuentemente,135,Investigación y Desarrollo,18,4,Medicina,1,1034,3,Masculino,62,3,2,Representante de Salud,2,Casado,6385,12992,3,Si,14,3,4,80,2,17,3,3,8,7,6,7
41,No,No_Viaja,247,Investigación y Desarrollo,7,1,Ciencias de la Vida,1,1035,2,Femenino,55,1,5,Director de Investigación,3,Divorciado,19973,20284,1,No,22,4,2,80,2,21,3,3,21,16,5,10
38,No,Viaja_Raramente,1035,Ventas,3,4,Ciencias de la Vida,1,1036,2,Masculino,42,3,2,Ejecutivo de Ventas,4,Soltero,6861,4981,8,Si,12,3,3,80,0,19,1,3,1,0,0,0
26,Si,No_Viaja,265,Ventas,29,2,Medicina,1,1037,2,Masculino,79,1,2,Ejecutivo de Ventas,1,Soltero,4969,21813,8,No,18,3,4,80,0,7,6,3,2,2,2,2
52,Si,Viaja_Raramente,266,Ventas,2,1,Mercadeo,1,1038,1,Femenino,57,1,5,Gerente,4,Casado,19845,25846,1,No,15,3,4,80,1,33,3,3,32,14,6,9
44,No,Viaja_Raramente,1448,Ventas,28,3,Medicina,1,1039,4,Femenino,53,4,4,Ejecutivo de Ventas,4,Casado,13320,11737,3,Si,18,3,3,80,1,23,2,3,12,11,11,11
50,No,No_Viaja,145,Ventas,1,3,Ciencias de la Vida,1,1040,4,Femenino,95,3,2,Ejecutivo de Ventas,3,Casado,6347,24920,0,No,12,3,1,80,1,19,3,3,18,7,0,13
36,Si,Viaja_Raramente,885,Investigación y Desarrollo,16,4,Ciencias de la Vida,1,1042,3,Femenino,43,4,1,Técnico de Laboratorio,1,Soltero,2743,8269,1,No,16,3,3,80,0,18,1,3,17,13,15,14
39,No,Viaja_Frecuentemente,945,Investigación y Desarrollo,22,3,Medicina,1,1043,4,Femenino,82,3,3,Director de Manufactura,1,Soltero,10880,5083,1,Si,13,3,3,80,0,21,2,3,21,6,2,8
33,No,No_Viaja,1038,Ventas,8,1,Ciencias de la Vida,1,1044,2,Femenino,88,2,1,Representante de Ventas,4,Soltero,2342,21437,0,No,19,3,4,80,0,3,2,2,2,2,2,2
45,No,Viaja_Raramente,1234,Ventas,11,2,Ciencias de la Vida,1,1045,4,Femenino,90,3,4,Gerente,4,Casado,17650,5404,3,No,13,3,2,80,1,26,4,4,9,3,1,1
32,No,No_Viaja,1109,Investigación y Desarrollo,29,4,Medicina,1,1046,4,Femenino,69,3,1,Técnico de Laboratorio,3,Soltero,4025,11135,9,No,12,3,2,80,0,10,2,3,8,7,7,7
34,No,Viaja_Raramente,216,Ventas,1,4,Mercadeo,1,1047,2,Masculino,75,4,2,Ejecutivo de Ventas,4,Divorciado,9725,12278,0,No,11,3,4,80,1,16,2,2,15,1,0,9
59,No,Viaja_Raramente,1089,Ventas,1,2,Grado Tí©cnico,1,1048,2,Masculino,66,3,3,Gerente,4,Casado,11904,11038,3,Si,14,3,3,80,1,14,1,1,6,4,0,4
45,No,Viaja_Raramente,788,Recursos Humanos,24,4,Medicina,1,1049,2,Masculino,36,3,1,Recursos Humanos,2,Soltero,2177,8318,1,No,16,3,1,80,0,6,3,3,6,3,0,4
53,No,Viaja_Frecuentemente,124,Ventas,2,3,Mercadeo,1,1050,3,Femenino,38,2,3,Ejecutivo de Ventas,2,Casado,7525,23537,2,No,12,3,1,80,1,30,2,3,15,7,6,12
36,Si,Viaja_Raramente,660,Investigación y Desarrollo,15,3,Otro,1,1052,1,Masculino,81,3,2,Técnico de Laboratorio,3,Divorciado,4834,7858,7,No,14,3,2,80,1,9,3,2,1,0,0,0
26,Si,Viaja_Frecuentemente,342,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,1053,1,Masculino,57,3,1,Cientí­fico de Investigación,1,Casado,2042,15346,6,Si,14,3,2,80,1,6,2,3,3,2,1,2
34,No,Viaja_Raramente,1333,Ventas,10,4,Ciencias de la Vida,1,1055,3,Femenino,87,3,1,Representante de Ventas,3,Casado,2220,18410,1,Si,19,3,4,80,1,1,2,3,1,1,0,0
28,No,Viaja_Raramente,1144,Ventas,10,1,Medicina,1,1056,4,Masculino,74,3,1,Representante de Ventas,2,Casado,1052,23384,1,No,22,4,2,80,0,1,5,3,1,0,0,0
38,No,Viaja_Frecuentemente,1186,Investigación y Desarrollo,3,4,Otro,1,1060,3,Masculino,44,3,1,Cientí­fico de Investigación,3,Casado,2821,2997,3,No,16,3,1,80,1,8,2,3,2,2,2,2
50,No,Viaja_Raramente,1464,Investigación y Desarrollo,2,4,Medicina,1,1061,2,Masculino,62,3,5,Director de Investigación,3,Casado,19237,12853,2,Si,11,3,4,80,1,29,2,2,8,1,7,7
37,No,Viaja_Raramente,124,Investigación y Desarrollo,3,3,Otro,1,1062,4,Femenino,35,3,2,Representante de Salud,2,Soltero,4107,13848,3,No,15,3,1,80,0,8,3,2,4,3,0,1
40,No,Viaja_Raramente,300,Ventas,26,3,Mercadeo,1,1066,3,Masculino,74,3,2,Ejecutivo de Ventas,1,Casado,8396,22217,1,No,14,3,2,80,1,8,3,2,7,7,7,5
26,No,Viaja_Frecuentemente,921,Investigación y Desarrollo,1,1,Medicina,1,1068,1,Femenino,66,2,1,Cientí­fico de Investigación,3,Divorciado,2007,25265,1,No,13,3,3,80,2,5,5,3,5,3,1,3
46,No,Viaja_Raramente,430,Investigación y Desarrollo,1,4,Medicina,1,1069,4,Masculino,40,3,5,Director de Investigación,4,Divorciado,19627,21445,9,No,17,3,4,80,2,23,0,3,2,2,2,2
54,No,Viaja_Raramente,1082,Ventas,2,4,Ciencias de la Vida,1,1070,3,Femenino,41,2,3,Ejecutivo de Ventas,3,Casado,10686,8392,6,No,11,3,2,80,1,13,4,3,9,4,7,0
56,No,Viaja_Frecuentemente,1240,Investigación y Desarrollo,9,3,Medicina,1,1071,1,Femenino,63,3,1,Cientí­fico de Investigación,3,Casado,2942,12154,2,No,19,3,2,80,1,18,4,3,5,4,0,3
36,No,Viaja_Raramente,796,Investigación y Desarrollo,12,5,Medicina,1,1073,4,Femenino,51,2,3,Director de Manufactura,4,Soltero,8858,15669,0,No,11,3,2,80,0,15,2,2,14,8,7,8
55,No,No_Viaja,444,Investigación y Desarrollo,2,1,Medicina,1,1074,3,Masculino,40,2,4,Gerente,1,Soltero,16756,17323,7,No,15,3,2,80,0,31,3,4,9,7,6,2
43,No,Viaja_Raramente,415,Ventas,25,3,Medicina,1,1076,3,Masculino,79,2,3,Ejecutivo de Ventas,4,Divorciado,10798,5268,5,No,13,3,3,80,1,18,5,3,1,0,0,0
20,Si,Viaja_Frecuentemente,769,Ventas,9,3,Mercadeo,1,1077,4,Femenino,54,3,1,Representante de Ventas,4,Soltero,2323,17205,1,Si,14,3,2,80,0,2,3,3,2,2,0,2
21,Si,Viaja_Raramente,1334,Investigación y Desarrollo,10,3,Ciencias de la Vida,1,1079,3,Femenino,36,2,1,Técnico de Laboratorio,1,Soltero,1416,17258,1,No,13,3,1,80,0,1,6,2,1,0,1,0
46,No,Viaja_Raramente,1003,Investigación y Desarrollo,8,4,Ciencias de la Vida,1,1080,4,Femenino,74,2,2,Cientí­fico de Investigación,1,Divorciado,4615,21029,8,Si,23,4,1,80,3,19,2,3,16,13,1,7
51,Si,Viaja_Raramente,1323,Investigación y Desarrollo,4,4,Ciencias de la Vida,1,1081,1,Masculino,34,3,1,Cientí­fico de Investigación,3,Casado,2461,10332,9,Si,12,3,3,80,3,18,2,4,10,0,2,7
28,Si,No_Viaja,1366,Investigación y Desarrollo,24,2,Grado Tí©cnico,1,1082,2,Masculino,72,2,3,Representante de Salud,1,Soltero,8722,12355,1,No,12,3,1,80,0,10,2,2,10,7,1,9
26,No,Viaja_Raramente,192,Investigación y Desarrollo,1,2,Medicina,1,1083,1,Masculino,59,2,1,Técnico de Laboratorio,1,Casado,3955,11141,1,No,16,3,1,80,2,6,2,3,5,3,1,3
30,No,Viaja_Raramente,1176,Investigación y Desarrollo,20,3,Otro,1,1084,3,Masculino,85,3,2,Director de Manufactura,1,Casado,9957,9096,0,No,15,3,3,80,1,7,1,2,6,2,0,2
41,No,Viaja_Raramente,509,Investigación y Desarrollo,7,2,Grado Tí©cnico,1,1085,2,Femenino,43,4,1,Cientí­fico de Investigación,3,Casado,3376,18863,1,No,13,3,3,80,0,10,3,3,10,6,0,8
38,No,Viaja_Raramente,330,Investigación y Desarrollo,17,1,Ciencias de la Vida,1,1088,3,Femenino,65,2,3,Representante de Salud,3,Casado,8823,24608,0,No,18,3,1,80,1,20,4,2,19,9,1,9
40,No,Viaja_Raramente,1492,Investigación y Desarrollo,20,4,Grado Tí©cnico,1,1092,1,Masculino,61,3,3,Representante de Salud,4,Casado,10322,26542,4,No,20,4,4,80,1,14,6,3,11,10,11,1
27,No,No_Viaja,1277,Investigación y Desarrollo,8,5,Ciencias de la Vida,1,1094,1,Masculino,87,1,1,Técnico de Laboratorio,3,Casado,4621,5869,1,No,19,3,4,80,3,3,4,3,3,2,1,2
55,No,Viaja_Frecuentemente,1091,Investigación y Desarrollo,2,1,Ciencias de la Vida,1,1096,4,Masculino,65,3,3,Director de Manufactura,2,Casado,10976,15813,3,No,18,3,2,80,1,23,4,3,3,2,1,2
28,No,Viaja_Raramente,857,Investigación y Desarrollo,10,3,Otro,1,1097,3,Femenino,59,3,2,Cientí­fico de Investigación,3,Soltero,3660,7909,3,No,13,3,4,80,0,10,4,4,8,7,1,7
44,Si,Viaja_Raramente,1376,Recursos Humanos,1,2,Medicina,1,1098,2,Masculino,91,2,3,Recursos Humanos,1,Casado,10482,2326,9,No,14,3,4,80,1,24,1,3,20,6,3,6
33,No,Viaja_Raramente,654,Investigación y Desarrollo,5,3,Ciencias de la Vida,1,1099,4,Masculino,34,2,3,Representante de Salud,4,Divorciado,7119,21214,4,No,15,3,3,80,1,9,2,3,3,2,1,2
35,Si,Viaja_Raramente,1204,Ventas,4,3,Grado Tí©cnico,1,1100,4,Masculino,86,3,3,Ejecutivo de Ventas,1,Soltero,9582,10333,0,Si,22,4,1,80,0,9,2,3,8,7,4,7
33,Si,Viaja_Frecuentemente,827,Investigación y Desarrollo,29,4,Medicina,1,1101,1,Femenino,54,2,2,Cientí­fico de Investigación,3,Soltero,4508,3129,1,No,22,4,2,80,0,14,4,3,13,7,3,8
28,No,Viaja_Raramente,895,Investigación y Desarrollo,15,2,Ciencias de la Vida,1,1102,1,Masculino,50,3,1,Técnico de Laboratorio,3,Divorciado,2207,22482,1,No,16,3,4,80,1,4,5,2,4,2,2,2
34,No,Viaja_Frecuentemente,618,Investigación y Desarrollo,3,1,Ciencias de la Vida,1,1103,1,Masculino,45,3,2,Representante de Salud,4,Soltero,7756,22266,0,No,17,3,3,80,0,7,1,2,6,2,0,4
37,No,Viaja_Raramente,309,Ventas,10,4,Ciencias de la Vida,1,1105,4,Femenino,88,2,2,Ejecutivo de Ventas,4,Divorciado,6694,24223,2,Si,14,3,3,80,3,8,5,3,1,0,0,0
25,Si,Viaja_Raramente,1219,Investigación y Desarrollo,4,1,Grado Tí©cnico,1,1106,4,Masculino,32,3,1,Técnico de Laboratorio,4,Casado,3691,4605,1,Si,15,3,2,80,1,7,3,4,7,7,5,6
26,Si,Viaja_Raramente,1330,Investigación y Desarrollo,21,3,Medicina,1,1107,1,Masculino,37,3,1,Técnico de Laboratorio,3,Divorciado,2377,19373,1,No,20,4,3,80,1,1,0,2,1,1,0,0
33,Si,Viaja_Raramente,1017,Investigación y Desarrollo,25,3,Medicina,1,1108,1,Masculino,55,2,1,Cientí­fico de Investigación,2,Soltero,2313,2993,4,Si,20,4,2,80,0,5,0,3,2,2,2,2
42,No,Viaja_Raramente,469,Investigación y Desarrollo,2,2,Medicina,1,1109,4,Masculino,35,3,4,Gerente,1,Casado,17665,14399,0,No,17,3,4,80,1,23,3,3,22,6,13,7
28,Si,Viaja_Frecuentemente,1009,Investigación y Desarrollo,1,3,Medicina,1,1111,1,Masculino,45,2,1,Técnico de Laboratorio,2,Divorciado,2596,7160,1,No,15,3,1,80,2,1,2,3,1,0,0,0
50,Si,Viaja_Frecuentemente,959,Ventas,1,4,Otro,1,1113,4,Masculino,81,3,2,Ejecutivo de Ventas,3,Soltero,4728,17251,3,Si,14,3,4,80,0,5,4,3,0,0,0,0
33,No,Viaja_Frecuentemente,970,Ventas,7,3,Ciencias de la Vida,1,1114,4,Femenino,30,3,2,Ejecutivo de Ventas,2,Casado,4302,13401,0,No,17,3,3,80,1,4,3,3,3,2,0,2
34,No,No_Viaja,697,Investigación y Desarrollo,3,4,Ciencias de la Vida,1,1115,3,Masculino,40,2,1,Cientí­fico de Investigación,4,Casado,2979,22478,3,No,17,3,4,80,3,6,2,3,0,0,0,0
48,No,No_Viaja,1262,Investigación y Desarrollo,1,4,Medicina,1,1116,1,Masculino,35,4,4,Gerente,4,Soltero,16885,16154,2,No,22,4,3,80,0,27,3,2,5,4,2,1
45,No,No_Viaja,1050,Ventas,9,4,Ciencias de la Vida,1,1117,2,Femenino,65,2,2,Ejecutivo de Ventas,3,Casado,5593,17970,1,No,13,3,4,80,1,15,2,3,15,10,4,12
52,No,Viaja_Raramente,994,Investigación y Desarrollo,7,4,Ciencias de la Vida,1,1118,2,Masculino,87,3,3,Representante de Salud,2,Soltero,10445,15322,7,No,19,3,4,80,0,18,4,3,8,6,4,0
38,No,Viaja_Raramente,770,Ventas,10,4,Mercadeo,1,1119,3,Masculino,73,2,3,Ejecutivo de Ventas,3,Divorciado,8740,5569,0,Si,14,3,2,80,2,9,2,3,8,7,2,7
29,No,Viaja_Raramente,1107,Investigación y Desarrollo,28,4,Ciencias de la Vida,1,1120,3,Femenino,93,3,1,Cientí­fico de Investigación,4,Divorciado,2514,26968,4,No,22,4,1,80,1,11,1,3,7,5,1,7
28,No,Viaja_Raramente,950,Investigación y Desarrollo,3,3,Medicina,1,1121,4,Femenino,93,3,3,Director de Manufactura,2,Divorciado,7655,8039,0,No,17,3,2,80,3,10,3,2,9,7,1,7
46,No,Viaja_Raramente,406,Ventas,3,1,Mercadeo,1,1124,1,Masculino,52,3,4,Gerente,3,Casado,17465,15596,3,No,12,3,4,80,1,23,3,3,12,9,4,9
38,No,Viaja_Raramente,130,Ventas,2,2,Mercadeo,1,1125,4,Masculino,32,3,3,Ejecutivo de Ventas,2,Soltero,7351,20619,7,No,16,3,3,80,0,10,2,3,1,0,0,0
43,No,Viaja_Frecuentemente,1082,Investigación y Desarrollo,27,3,Ciencias de la Vida,1,1126,3,Femenino,83,3,3,Director de Manufactura,1,Casado,10820,11535,8,No,11,3,3,80,1,18,1,3,8,7,0,1
39,Si,Viaja_Frecuentemente,203,Investigación y Desarrollo,2,3,Ciencias de la Vida,1,1127,1,Masculino,84,3,4,Representante de Salud,4,Divorciado,12169,13547,7,No,11,3,4,80,3,21,4,3,18,7,11,5
40,No,Viaja_Raramente,1308,Investigación y Desarrollo,14,3,Medicina,1,1128,3,Masculino,44,2,5,Director de Investigación,3,Soltero,19626,17544,1,No,14,3,1,80,0,21,2,4,20,7,4,9
21,No,Viaja_Raramente,984,Investigación y Desarrollo,1,1,Grado Tí©cnico,1,1131,4,Femenino,70,2,1,Cientí­fico de Investigación,2,Soltero,2070,25326,1,Si,11,3,3,80,0,2,6,4,2,2,2,2
39,No,No_Viaja,439,Investigación y Desarrollo,9,3,Ciencias de la Vida,1,1132,3,Masculino,70,3,2,Técnico de Laboratorio,2,Soltero,6782,8770,9,No,15,3,3,80,0,9,2,2,5,4,0,3
36,No,No_Viaja,217,Investigación y Desarrollo,18,4,Ciencias de la Vida,1,1133,1,Masculino,78,3,2,Director de Manufactura,4,Soltero,7779,23238,2,No,20,4,1,80,0,18,0,3,11,9,0,9
31,No,Viaja_Frecuentemente,793,Ventas,20,3,Ciencias de la Vida,1,1135,3,Masculino,67,4,1,Representante de Ventas,4,Casado,2791,21981,0,No,12,3,1,80,1,3,4,3,2,2,2,2
28,No,Viaja_Raramente,1451,Investigación y Desarrollo,2,1,Ciencias de la Vida,1,1136,1,Masculino,67,2,1,Cientí­fico de Investigación,2,Casado,3201,19911,0,No,17,3,1,80,0,6,2,1,5,3,0,4
35,No,Viaja_Frecuentemente,1182,Ventas,11,2,Mercadeo,1,1137,4,Masculino,54,3,2,Ejecutivo de Ventas,4,Divorciado,4968,18500,1,No,11,3,4,80,1,5,3,3,5,2,0,2
49,No,Viaja_Raramente,174,Ventas,8,4,Grado Tí©cnico,1,1138,4,Masculino,56,2,4,Ejecutivo de Ventas,2,Casado,13120,11879,6,No,17,3,2,80,1,22,3,3,9,8,2,3
34,No,Viaja_Frecuentemente,1003,Investigación y Desarrollo,2,2,Ciencias de la Vida,1,1140,4,Masculino,95,3,2,Director de Manufactura,3,Soltero,4033,15834,2,No,11,3,4,80,0,5,3,2,3,2,0,2
