edad,renuncia,viajes,departamento,educacion,campo_de_educacion,satisfaccion_ambiente,genero,tarifa_por_hora,involucracion_laboral,rol_laboral,satisfaccion_laboral,estado_civil,ingreso_mensual,num_empresas_trabajadas,horas_extras,incremento_salarial_porcentaje,calificacion_de_rendimiento,antiguedad,entrenamientos,antiguedad_en_la_empresa,antiguedad_en_el_puesto,anios_desde_ultimo_ascenso,anios_con_actual_supervisor
42,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,2,Masculino,56,1,Técnico de Laboratorio,4,Soltero,4272,4,No,19,3,16,3,1,0,0,0
29,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,2,Masculino,79,2,Director de Manufactura,4,Casado,5056,1,Si,15,3,10,2,10,7,1,2
38,No,Viaja_Raramente,Recursos Humanos,3,Recursos Humanos,3,Masculino,37,4,Recursos Humanos,3,Casado,2844,1,No,13,3,7,2,7,6,5,0
28,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,39,2,Cientí­fico de Investigación,3,Divorciado,2703,1,Si,14,3,3,2,3,1,0,2
41,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Masculino,46,3,Técnico de Laboratorio,4,Casado,4766,3,Si,11,3,6,4,1,0,0,0
37,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,3,Femenino,52,2,Representante de Salud,4,Divorciado,5731,7,No,13,3,9,2,6,2,1,3
27,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,55,2,Cientí­fico de Investigación,3,Casado,2539,1,No,13,3,4,0,4,2,2,2
34,No,Viaja_Raramente,Ventas,1,Ciencias de la Vida,2,Femenino,70,3,Ejecutivo de Ventas,3,Casado,5714,1,No,20,4,6,3,6,5,1,3
35,No,Viaja_Raramente,Recursos Humanos,4,Grado Tí©cnico,3,Masculino,100,3,Recursos Humanos,3,Soltero,4323,1,No,17,3,6,2,5,4,1,4
40,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,2,Femenino,88,3,Director de Investigación,3,Soltero,13499,9,No,17,3,20,3,18,7,2,13
42,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Masculino,45,3,Ejecutivo de Ventas,1,Soltero,5155,7,No,13,3,9,3,6,4,1,5
35,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,58,2,Técnico de Laboratorio,3,Casado,2258,6,No,12,3,10,2,8,0,1,7
24,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,49,3,Técnico de Laboratorio,2,Soltero,3597,8,No,22,4,6,2,4,3,1,2
26,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,1,Masculino,82,4,Técnico de Laboratorio,4,Casado,4420,1,No,22,4,8,2,8,7,0,7
30,No,Viaja_Raramente,Ventas,3,Mercadeo,3,Masculino,72,2,Ejecutivo de Ventas,3,Casado,6578,1,No,18,3,10,3,10,3,1,4
40,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Medicina,3,Femenino,92,2,Cientí­fico de Investigación,4,Casado,4422,3,Si,13,3,16,3,1,1,0,0
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,44,2,Director de Manufactura,2,Divorciado,10274,2,No,18,3,15,2,7,7,6,4
34,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,4,Masculino,97,2,Representante de Salud,1,Soltero,5343,0,No,20,4,14,3,13,9,4,9
35,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Otro,4,Masculino,47,2,Técnico de Laboratorio,4,Casado,2376,1,No,13,3,2,2,2,2,2,2
32,No,No_Viaja,Ventas,1,Ciencias de la Vida,3,Femenino,76,3,Representante de Ventas,1,Divorciado,2827,1,No,12,3,1,3,1,0,0,0
56,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,4,Femenino,92,3,Gerente,1,Divorciado,19943,4,No,13,3,28,2,5,2,4,2
29,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,2,Femenino,54,3,Técnico de Laboratorio,4,Casado,3131,1,No,13,3,10,5,10,8,0,8
19,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,54,3,Cientí­fico de Investigación,1,Soltero,2552,1,No,25,4,1,4,1,1,0,0
45,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Femenino,83,3,Cientí­fico de Investigación,3,Casado,4477,4,Si,19,3,7,2,3,2,0,2
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,56,2,Director de Manufactura,4,Casado,6474,1,No,13,3,14,2,14,8,3,11
20,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,87,2,Técnico de Laboratorio,3,Soltero,3033,1,No,12,3,2,2,2,2,1,2
53,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Femenino,50,3,Gerente,3,Divorciado,18606,3,No,18,3,26,6,7,7,4,7
29,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,2,Femenino,69,1,Cientí­fico de Investigación,4,Casado,2168,0,Si,18,3,6,2,5,4,1,3
46,No,Viaja_Raramente,Ventas,3,Mercadeo,3,Femenino,69,3,Gerente,1,Casado,17048,8,No,23,4,28,2,26,15,15,9
44,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,74,1,Cientí­fico de Investigación,3,Soltero,2290,2,No,13,3,6,3,0,0,0,0
33,No,Viaja_Raramente,Recursos Humanos,3,Recursos Humanos,2,Masculino,99,3,Recursos Humanos,3,Casado,3600,1,No,13,3,5,2,5,4,1,4
30,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,3,Masculino,61,3,Ejecutivo de Ventas,1,Divorciado,4115,8,No,19,3,8,3,4,3,0,3
40,No,Viaja_Frecuentemente,Ventas,4,Medicina,2,Masculino,62,3,Ejecutivo de Ventas,2,Casado,4327,5,No,12,3,5,2,0,0,0,0
50,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,4,Femenino,30,3,Gerente,1,Casado,17856,2,No,22,4,32,3,2,2,2,2
28,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,78,2,Técnico de Laboratorio,1,Casado,3196,1,No,12,3,6,2,6,5,3,3
46,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,52,3,Director de Investigación,2,Casado,19081,5,No,11,3,25,2,4,2,0,3
35,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,3,Masculino,94,3,Ejecutivo de Ventas,1,Casado,8966,3,Si,15,3,15,2,7,7,1,7
33,No,Viaja_Frecuentemente,Ventas,3,Medicina,2,Femenino,82,3,Ejecutivo de Ventas,3,Casado,4539,1,No,12,3,10,3,10,7,0,1
36,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,60,1,Técnico de Laboratorio,3,Divorciado,2741,1,No,14,3,7,4,7,7,1,7
30,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,49,3,Técnico de Laboratorio,3,Divorciado,3491,1,No,13,3,10,4,10,7,8,9
44,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,4,Masculino,32,3,Cientí­fico de Investigación,4,Soltero,4541,1,No,25,4,20,3,20,11,13,17
20,No,Viaja_Raramente,Ventas,3,Mercadeo,3,Masculino,43,4,Representante de Ventas,4,Soltero,2678,1,No,17,3,2,2,2,1,2,2
46,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,4,Masculino,60,3,Director de Manufactura,4,Divorciado,7379,2,No,11,3,12,3,6,3,1,4
42,No,No_Viaja,Recursos Humanos,5,Medicina,4,Masculino,79,4,Recursos Humanos,1,Casado,6272,7,No,16,3,10,3,4,3,0,3
60,No,Viaja_Raramente,Ventas,4,Mercadeo,2,Masculino,52,4,Ejecutivo de Ventas,4,Divorciado,5220,0,Si,18,3,12,3,11,7,1,9
32,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Otro,3,Femenino,77,2,Técnico de Laboratorio,2,Casado,2743,1,No,20,4,2,2,2,2,2,2
32,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Femenino,38,3,Cientí­fico de Investigación,3,Soltero,4998,4,Si,14,3,10,2,8,7,0,7
36,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,3,Femenino,77,1,Director de Manufactura,1,Divorciado,10252,2,Si,21,4,17,2,7,7,7,7
33,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Masculino,60,3,Cientí­fico de Investigación,4,Casado,2781,0,No,13,3,15,5,14,10,4,10
40,No,Viaja_Raramente,Ventas,3,Grado Tí©cnico,2,Femenino,84,2,Ejecutivo de Ventas,2,Divorciado,6852,7,No,12,3,7,2,5,1,1,3
25,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,3,Masculino,57,3,Ejecutivo de Ventas,4,Soltero,4950,0,No,14,3,5,4,4,3,1,1
30,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Masculino,63,3,Cientí­fico de Investigación,2,Casado,3579,0,Si,21,4,12,2,11,9,5,7
42,No,Viaja_Frecuentemente,Investigación y Desarrollo,5,Medicina,1,Femenino,60,3,Director de Investigación,1,Casado,13191,3,Si,17,3,20,6,1,0,0,0
35,No,No_Viaja,Ventas,2,Mercadeo,3,Femenino,78,2,Ejecutivo de Ventas,4,Casado,10377,4,Si,11,3,16,6,13,2,4,12
27,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Masculino,42,3,Cientí­fico de Investigación,1,Casado,2235,1,Si,14,3,9,3,9,7,6,8
54,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,4,Femenino,53,3,Director de Manufactura,3,Divorciado,10502,7,No,17,3,33,2,5,4,1,4
44,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,1,Femenino,72,4,Cientí­fico de Investigación,4,Casado,2011,1,No,13,3,10,5,10,5,7,7
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,1,Femenino,97,3,Cientí­fico de Investigación,4,Divorciado,3760,1,No,15,3,3,5,3,2,1,2
54,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,85,3,Director de Investigación,4,Casado,17779,3,No,14,3,36,2,10,9,0,9
31,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,3,Masculino,80,3,Representante de Salud,1,Casado,6833,1,Si,12,3,6,2,6,5,0,1
31,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,3,Femenino,96,2,Representante de Salud,1,Soltero,6812,1,No,19,3,10,2,10,9,1,8
59,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,3,Femenino,48,2,Ejecutivo de Ventas,4,Soltero,5171,5,No,17,3,13,2,6,1,0,5
43,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,96,1,Director de Investigación,4,Casado,19740,3,No,14,3,25,2,8,7,0,7
49,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,1,Masculino,85,2,Gerente,3,Casado,18711,2,No,13,3,23,2,1,0,0,0
36,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Grado Tí©cnico,3,Masculino,46,3,Cientí­fico de Investigación,2,Casado,3692,1,No,12,3,12,2,11,10,0,7
48,No,Viaja_Raramente,Investigación y Desarrollo,2,Grado Tí©cnico,4,Masculino,76,4,Técnico de Laboratorio,2,Soltero,2559,5,No,11,3,7,4,1,0,0,0
27,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,1,Masculino,76,3,Cientí­fico de Investigación,3,Divorciado,2517,1,No,11,3,5,2,5,3,0,3
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,82,3,Representante de Salud,4,Divorciado,6623,1,Si,11,3,6,2,6,0,1,0
48,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,76,2,Director de Investigación,4,Soltero,18265,6,No,12,3,25,3,1,0,0,0
29,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,87,2,Director de Investigación,4,Divorciado,16124,3,No,14,3,9,2,7,7,1,7
34,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,3,Femenino,89,4,Cientí­fico de Investigación,3,Casado,2585,0,No,17,3,2,5,1,0,0,0
44,No,Viaja_Raramente,Ventas,3,Mercadeo,2,Masculino,88,3,Gerente,2,Casado,18213,7,No,11,3,26,5,22,9,3,10
33,No,Viaja_Raramente,Ventas,5,Mercadeo,4,Masculino,82,4,Ejecutivo de Ventas,3,Divorciado,8380,0,Si,14,3,10,3,9,8,0,8
19,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,2,Femenino,57,4,Cientí­fico de Investigación,4,Soltero,2994,1,Si,12,3,1,2,1,0,0,1
23,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,4,Masculino,47,3,Cientí­fico de Investigación,3,Casado,1223,1,No,22,4,1,2,1,0,0,1
26,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,53,3,Cientí­fico de Investigación,4,Soltero,2875,1,Si,20,4,8,2,8,5,2,2
55,No,No_Viaja,Investigación y Desarrollo,1,Medicina,4,Masculino,37,2,Representante de Salud,2,Divorciado,13577,1,Si,15,3,34,3,33,9,15,0
46,No,Viaja_Raramente,Ventas,2,Mercadeo,4,Femenino,33,2,Gerente,2,Casado,18789,2,No,14,3,26,2,11,4,0,8
34,No,Viaja_Raramente,Ventas,3,Mercadeo,3,Femenino,86,3,Ejecutivo de Ventas,1,Soltero,4538,0,Si,12,3,4,3,3,2,0,2
51,No,Viaja_Frecuentemente,Ventas,3,Ciencias de la Vida,4,Masculino,83,3,Gerente,2,Divorciado,19847,4,Si,24,4,31,5,29,10,11,10
59,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,4,Masculino,67,3,Director de Manufactura,4,Soltero,10512,6,No,12,3,25,6,9,7,5,4
34,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,3,Femenino,46,3,Técnico de Laboratorio,2,Divorciado,4444,4,No,13,3,15,2,11,8,5,10
28,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Medicina,4,Masculino,44,3,Técnico de Laboratorio,3,Soltero,2154,0,Si,11,3,5,2,4,2,0,2
44,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,92,4,Gerente,1,Divorciado,19190,1,No,14,3,26,4,25,9,14,13
34,No,Viaja_Frecuentemente,Recursos Humanos,3,Ciencias de la Vida,3,Masculino,56,2,Recursos Humanos,2,Casado,4490,4,No,11,3,14,5,10,9,1,8
35,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Masculino,66,3,Cientí­fico de Investigación,3,Casado,3506,0,Si,14,3,4,3,3,2,2,2
42,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,2,Femenino,78,4,Cientí­fico de Investigación,2,Casado,2372,6,Si,16,3,18,2,1,0,0,0
43,No,Viaja_Raramente,Ventas,4,Mercadeo,4,Femenino,56,2,Ejecutivo de Ventas,4,Soltero,10231,3,No,14,3,23,3,21,7,15,17
36,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Femenino,53,3,Director de Manufactura,2,Soltero,5410,9,Si,11,3,18,2,16,14,5,12
28,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,52,2,Técnico de Laboratorio,4,Casado,3867,1,Si,12,3,2,2,2,2,2,2
51,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Medicina,2,Femenino,40,2,Técnico de Laboratorio,3,Soltero,2838,0,No,14,3,8,6,7,0,7,7
30,No,No_Viaja,Investigación y Desarrollo,2,Medicina,3,Femenino,72,3,Director de Manufactura,3,Soltero,4695,7,Si,18,3,10,3,8,4,1,7
28,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,4,Masculino,84,3,Cientí­fico de Investigación,1,Soltero,2080,2,No,11,3,5,2,3,2,1,2
25,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,40,3,Cientí­fico de Investigación,2,Soltero,2096,1,No,18,3,2,3,2,2,2,1
32,No,Viaja_Raramente,Ventas,3,Medicina,3,Masculino,56,4,Ejecutivo de Ventas,4,Casado,6209,1,No,15,3,10,4,10,7,0,8
45,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Medicina,2,Femenino,83,3,Gerente,2,Soltero,18061,3,No,22,4,22,4,0,0,0,0
39,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,3,Femenino,94,2,Gerente,2,Divorciado,17123,6,Si,13,3,21,4,19,9,15,2
58,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,1,Masculino,88,3,Cientí­fico de Investigación,3,Divorciado,2372,1,No,12,3,2,3,2,2,2,2
30,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,1,Femenino,48,2,Técnico de Laboratorio,4,Casado,4627,0,No,12,3,10,6,9,2,6,7
36,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,4,Femenino,63,3,Representante de Salud,3,Casado,7094,3,No,12,3,10,0,7,7,1,7
46,No,Viaja_Raramente,Recursos Humanos,2,Ciencias de la Vida,4,Femenino,44,3,Recursos Humanos,1,Soltero,3423,6,No,12,3,10,3,7,6,5,7
28,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,3,Femenino,55,1,Técnico de Laboratorio,4,Casado,6674,0,No,11,3,10,6,9,8,7,5
50,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,43,3,Director de Investigación,1,Casado,16880,4,Si,11,3,25,2,3,2,1,2
30,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,2,Femenino,95,3,Gerente,1,Casado,11916,1,Si,23,4,9,2,9,1,0,8
39,No,Viaja_Raramente,Investigación y Desarrollo,2,Ciencias de la Vida,1,Masculino,32,3,Director de Manufactura,3,Soltero,4534,0,No,11,3,9,6,8,7,1,7
31,No,No_Viaja,Ventas,4,Ciencias de la Vida,4,Femenino,57,3,Ejecutivo de Ventas,3,Divorciado,9852,1,Si,19,3,10,5,10,8,9,6
41,No,No_Viaja,Ventas,2,Medicina,3,Masculino,40,1,Ejecutivo de Ventas,2,Soltero,6151,1,No,13,3,19,4,19,2,11,9
42,No,No_Viaja,Investigación y Desarrollo,1,Ciencias de la Vida,3,Masculino,37,3,Gerente,3,Casado,17861,0,Si,13,3,21,3,20,8,2,10
55,No,Viaja_Raramente,Investigación y Desarrollo,2,Medicina,4,Femenino,58,1,Gerente,3,Casado,19187,4,No,14,3,23,5,19,9,9,11
56,No,Viaja_Raramente,Recursos Humanos,4,Ciencias de la Vida,4,Masculino,99,3,Gerente,2,Soltero,19717,6,No,14,3,36,4,7,3,7,7
40,No,No_Viaja,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,74,3,Cientí­fico de Investigación,3,Divorciado,3544,9,No,16,3,6,0,4,2,0,0
34,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,86,3,Representante de Salud,4,Divorciado,8500,0,No,11,3,10,0,9,7,1,6
40,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,3,Masculino,98,3,Cientí­fico de Investigación,4,Soltero,4661,1,No,13,3,9,4,9,8,8,8
41,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,3,Femenino,66,3,Ejecutivo de Ventas,1,Divorciado,4103,0,No,17,3,10,2,9,3,1,7
35,No,Viaja_Frecuentemente,Investigación y Desarrollo,4,Ciencias de la Vida,3,Masculino,87,3,Cientí­fico de Investigación,3,Soltero,4249,1,Si,11,3,9,3,9,6,1,1
51,No,Viaja_Raramente,Recursos Humanos,3,Ciencias de la Vida,3,Masculino,84,3,Gerente,2,Divorciado,14026,1,Si,11,3,33,2,33,9,0,10
38,No,Viaja_Raramente,Ventas,2,Ciencias de la Vida,2,Femenino,31,3,Ejecutivo de Ventas,1,Divorciado,6893,3,No,15,3,11,3,7,7,1,7
34,No,Viaja_Raramente,Ventas,2,Medicina,3,Femenino,66,3,Ejecutivo de Ventas,1,Soltero,6125,1,No,12,3,10,6,10,8,9,6
25,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,4,Masculino,67,3,Técnico de Laboratorio,4,Casado,3669,3,No,11,3,7,6,3,2,1,2
40,No,Viaja_Raramente,Investigación y Desarrollo,4,Ciencias de la Vida,2,Masculino,88,3,Técnico de Laboratorio,2,Casado,2387,3,No,22,4,7,3,4,2,0,3
36,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,1,Femenino,83,4,Ejecutivo de Ventas,1,Casado,4639,2,No,16,3,17,2,15,7,6,13
48,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,54,3,Director de Manufactura,4,Soltero,7898,1,No,11,3,11,2,10,9,0,8
27,No,Viaja_Raramente,Ventas,3,Medicina,3,Femenino,98,4,Representante de Ventas,4,Casado,2534,8,No,14,3,5,4,1,0,0,0
51,No,Viaja_Raramente,Investigación y Desarrollo,2,Grado Tí©cnico,4,Femenino,82,2,Director de Manufactura,2,Soltero,13142,3,No,16,3,29,1,5,2,0,3
18,No,No_Viaja,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,97,3,Técnico de Laboratorio,4,Soltero,1611,1,No,15,3,0,5,0,0,0,0
35,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,60,2,Técnico de Laboratorio,4,Casado,5363,0,No,12,3,10,0,9,7,0,0
27,No,Viaja_Frecuentemente,Ventas,1,Ciencias de la Vida,4,Masculino,43,1,Ejecutivo de Ventas,4,Soltero,5071,3,No,20,4,8,3,6,2,0,0
56,No,Viaja_Raramente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,68,3,Director de Manufactura,2,Casado,13402,4,Si,12,3,33,0,19,16,15,9
34,No,No_Viaja,Investigación y Desarrollo,1,Grado Tí©cnico,1,Femenino,92,2,Cientí­fico de Investigación,3,Divorciado,2029,1,No,20,4,5,2,5,4,0,0
40,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,2,Femenino,89,4,Representante de Salud,3,Divorciado,6377,5,No,20,4,15,0,12,11,11,8
34,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,2,Masculino,86,3,Técnico de Laboratorio,3,Casado,5429,4,No,13,3,10,1,8,7,7,7
38,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Masculino,57,4,Cientí­fico de Investigación,3,Divorciado,2610,1,No,11,3,4,2,4,2,0,3
34,No,Viaja_Raramente,Investigación y Desarrollo,4,Grado Tí©cnico,3,Femenino,98,3,Representante de Salud,4,Soltero,6687,1,No,11,3,14,2,14,11,4,11
28,No,Viaja_Raramente,Ventas,3,Ciencias de la Vida,3,Masculino,48,2,Ejecutivo de Ventas,1,Casado,4724,1,No,11,3,5,0,5,3,0,4
39,No,Viaja_Raramente,Ventas,4,Ciencias de la Vida,1,Masculino,44,2,Ejecutivo de Ventas,4,Casado,6120,3,Si,12,3,8,2,5,4,1,4
51,No,Viaja_Frecuentemente,Ventas,3,Mercadeo,2,Masculino,52,3,Ejecutivo de Ventas,2,Casado,10596,2,No,11,3,14,5,4,2,3,2
41,No,Viaja_Frecuentemente,Investigación y Desarrollo,3,Ciencias de la Vida,4,Femenino,75,3,Cientí­fico de Investigación,4,Divorciado,5467,3,Si,14,3,12,4,6,2,3,3
37,No,Viaja_Raramente,Investigación y Desarrollo,1,Ciencias de la Vida,3,Masculino,54,3,Cientí­fico de Investigación,3,Casado,2996,7,Si,15,3,8,2,6,4,1,3
33,No,Viaja_Frecuentemente,Ventas,1,Ciencias de la Vida,2,Masculino,61,3,Ejecutivo de Ventas,4,Casado,9998,6,No,13,3,8,2,5,4,1,2
32,No,Viaja_Raramente,Ventas,1,Mercadeo,3,Masculino,36,3,Ejecutivo de Ventas,2,Casado,4078,0,Si,13,3,4,3,3,2,1,2
39,No,No_Viaja,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,71,3,Representante de Salud,3,Casado,10920,3,No,21,4,13,2,6,4,0,5
25,No,Viaja_Raramente,Ventas,1,Ciencias de la Vida,1,Masculino,93,4,Ejecutivo de Ventas,3,Casado,6232,2,No,11,3,6,3,3,2,1,2
52,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Medicina,4,Femenino,59,4,Director de Manufactura,3,Casado,13247,2,Si,11,3,24,3,5,3,0,2
43,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Femenino,73,2,Cientí­fico de Investigación,3,Soltero,4081,1,Si,14,3,20,3,20,7,1,8
27,No,Viaja_Raramente,Ventas,3,Mercadeo,4,Femenino,98,2,Ejecutivo de Ventas,4,Casado,5769,1,Si,11,3,6,3,6,2,4,4
26,No,Viaja_Raramente,Investigación y Desarrollo,1,Medicina,1,Masculino,36,2,Cientí­fico de Investigación,4,Soltero,3904,0,No,12,3,5,2,4,3,1,1
42,No,Viaja_Raramente,Recursos Humanos,3,Recursos Humanos,3,Femenino,31,3,Gerente,1,Casado,16799,0,No,14,3,21,5,20,7,0,9
52,No,Viaja_Raramente,Investigación y Desarrollo,4,Otro,3,Femenino,54,3,Técnico de Laboratorio,1,Casado,2950,9,No,13,3,12,2,5,4,0,4
37,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,1,Femenino,94,3,Técnico de Laboratorio,3,Soltero,3629,4,No,18,3,8,6,3,2,0,2
35,No,Viaja_Frecuentemente,Investigación y Desarrollo,2,Ciencias de la Vida,3,Masculino,60,3,Director de Manufactura,4,Soltero,9362,2,No,11,3,10,2,2,2,2,2
25,No,Viaja_Raramente,Investigación y Desarrollo,3,Grado Tí©cnico,1,Masculino,81,3,Técnico de Laboratorio,4,Casado,3229,4,No,11,3,7,2,3,2,0,2
26,No,Viaja_Raramente,Investigación y Desarrollo,3,Otro,3,Masculino,100,4,Técnico de Laboratorio,1,Soltero,3578,0,No,12,3,8,2,7,7,0,7
29,No,Viaja_Raramente,Recursos Humanos,3,Otro,2,Masculino,51,2,Recursos Humanos,1,Soltero,7988,1,No,13,3,10,3,10,9,0,9
54,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,54,3,Director de Investigación,4,Soltero,17328,6,No,19,3,29,3,20,7,12,7
58,No,Viaja_Raramente,Investigación y Desarrollo,3,Medicina,4,Femenino,76,3,Director de Investigación,1,Casado,19701,3,Si,21,4,32,3,9,8,1,5
55,No,Viaja_Raramente,Investigación y Desarrollo,4,Medicina,2,Masculino,81,4,Director de Investigación,4,Divorciado,14732,2,No,13,3,31,4,7,7,0,0
36,No,Viaja_Raramente,Ventas,4,Mercadeo,1,Femenino,99,3,Ejecutivo de Ventas,2,Soltero,9278,3,Si,16,3,15,3,5,4,0,1
30,No,Viaja_Raramente,Ventas,4,Mercadeo,4,Femenino,73,3,Ejecutivo de Ventas,1,Divorciado,4779,7,No,14,3,8,3,3,2,0,2
31,No,Viaja_Raramente,Investigación y Desarrollo,5,Ciencias de la Vida,1,Femenino,93,3,Director de Investigación,2,Soltero,16422,3,No,11,3,9,3,3,2,1,0
